Bryan Razor,50.6,10010068,
William Razor,41.4,10016479,
Silvana Breach,93.3,10020646,
Silvana Smith,87.7,10000090,
Astra Huscar,88.4,10026130,
Chamber Razor,80.1,10017230,
Astra Pato,90.2,10018138,
Elsa Phoenix,51.4,10003406,
Yoru Huscar,70.7,10028965,
Yoru Harbor,29.6,10000712,
Sage Harbor,29.3,10002690,
Miguel Po,33.5,10024544,
Alvaro Fu,69.8,10000739,
Briana Arevalo,36.6,10023388,
Diana Harbor,86.2,10009420,
Liliana Razor,49.2,10008091,
Elsa Fukuda,89.3,10021389,
Elsa Fukuda,77.8,10023924,
Silvana Phoenix,35.6,10000177,
Yoru Skye,82.1,10026612,
Miguel Fukuda,38.8,10005144,
Reyna Cypher,21.1,10005448,
William Smith,99.3,10011858,
Camila Fukuda,67.5,10008288,
Reyna Brimstone,20.7,10025390,
Diana Sniper,52.6,10018446,
Yoru Brimstone,73.9,10023203,
Ahri Quispe,69.0,10015271,
William Fu,81.3,10016502,
Silvana Fade,81.3,10023156,
Camila Pato,68.4,10008012,
Reyna Propeth,53.2,10012920,
Chamber Pato,86.1,10016913,
Juan Arevalo,84.1,10021585,
Miguel Propeth,78.1,10003789,
Astra Po,88.4,10019774,
William Harbor,76.8,10004198,
Bryan Po,44.9,10013720,
Liliana Quispe,67.0,10008418,
Ahri Harbor,87.5,10004403,
Yoru Brimstone,79.3,10027680,
Briana Propeth,66.9,10004237,
Yoru Omen,52.2,10025383,
Yoru Fukuda,29.5,10025780,
Alvaro Sniper,83.5,10017013,
Elsa Fade,61.5,10007485,
William Razor,44.4,10004605,
Diana Propeth,30.0,10016085,
Enzo Razor,86.1,10005034,
William Fade,87.2,10014889,
Diana Sniper,83.8,10032172,
Alvaro Oliveira,26.1,10030261,
Elsa Omen,23.6,10012245,
Astra Huscar,80.3,10003650,
Ahri Oliveira,81.2,10024523,
Juan Pato,33.9,10000788,
Bryan Brimstone,37.4,10003555,
Enzo Brimstone,97.8,10016411,
Briana Phoenix,68.9,10001245,
Astra Cypher,73.4,10018596,
Diana Po,73.1,10016603,
Alvaro Arevalo,35.2,10030298,
Mauricio Quispe,84.5,10028222,
Mauricio Po,30.7,10014749,
Enzo Arevalo,72.0,10020321,
Bryan Smith,96.6,10005489,
Ahri Arevalo,38.1,10020543,
Mauricio Fukuda,56.2,10027670,
Alvaro Breach,83.8,10029055,
Miguel Oliveira,41.3,10028300,
Elsa Po,64.2,10004237,
Yoru Fukuda,83.0,10028816,
Chamber Cypher,33.8,10030880,
Camila Fukuda,26.6,10021452,
Enzo Brimstone,77.5,10010456,
Enzo Fukuda,42.3,10000084,
Alvaro Huscar,32.2,10026079,
Mauricio Razor,58.7,10017843,
Astra Smith,65.2,10004530,
Briana Harbor,21.7,10022272,
Briana Brimstone,87.7,10029311,
Bryan Oliveira,87.8,10011743,
Chamber Pato,78.2,10006582,
Briana Fade,85.6,10019293,
Ahri Sniper,31.7,10003771,
Miguel Propeth,49.7,10023292,
William Quispe,71.3,10019691,
Elsa Fu,92.8,10031604,
Silvana Huscar,34.2,10006849,
William Smith,37.5,10012788,
Briana Oliveira,68.7,10020584,
Camila Brimstone,66.5,10008162,
Liliana Omen,52.4,10024058,
Silvana Sniper,93.8,10018538,
Liliana Cypher,71.7,10022073,
Yoru Cypher,37.6,10023145,
Mauricio Harbor,97.5,10000141,
Mauricio Cypher,69.3,10023656,
Miguel Fu,94.9,10003458,
Ahri Huscar,80.4,10005064,
William Fu,86.5,10002852,
Briana Sniper,80.3,10023893,
Mauricio Cypher,58.6,10013028,
Liliana Huscar,95.6,10015565,
Juan Propeth,20.9,10012526,
Mauricio Fade,60.3,10031274,
Elsa Breach,47.8,10009501,
Miguel Sniper,81.4,10001705,
Juan Fu,34.9,10026598,
Camila Phoenix,67.8,10026854,
Ahri Fu,44.4,10008692,
William Brimstone,94.4,10026245,
Alvaro Cypher,66.4,10004948,
Alvaro Fu,35.8,10023360,
Sage Skye,44.8,10003925,
Silvana Fu,59.9,10030803,
Liliana Brimstone,71.0,10017554,
Ahri Pato,32.9,10021660,
Alvaro Phoenix,45.4,10029881,
Mauricio Fu,59.1,10005352,
Alejandra Smith,52.4,10022033,
Elsa Po,55.5,10021826,
Alejandra Fade,49.8,10002250,
Mauricio Oliveira,40.6,10012104,
Briana Pato,56.8,10025756,
Astra Fu,86.4,10003787,
Silvana Harbor,68.0,10030533,
Enzo Skye,66.9,10019778,
Sage Razor,40.2,10027357,
Alvaro Phoenix,42.9,10005596,
Elsa Omen,45.5,10017184,
Miguel Arevalo,38.4,10012093,
Astra Cypher,77.4,10000798,
William Quispe,72.1,10017688,
Briana Brimstone,71.8,10026861,
Yoru Brimstone,99.1,10031570,
Bryan Breach,32.1,10004946,
Mauricio Razor,96.5,10017745,
Alvaro Razor,82.4,10009599,
Astra Oliveira,88.8,10032667,
Briana Omen,50.9,10026452,
Mauricio Oliveira,31.3,10028414,
Juan Phoenix,53.4,10001228,
Reyna Huscar,49.2,10024524,
Silvana Fade,80.4,10032112,
Astra Pato,83.7,10030963,
William Brimstone,86.8,10007443,
Sage Brimstone,52.5,10016897,
Camila Po,70.5,10002337,
Juan Fade,52.3,10010317,
Juan Quispe,92.7,10006719,
Silvana Pato,54.1,10020183,
Bryan Sniper,84.0,10028698,
Juan Pato,96.1,10030124,
Sage Quispe,68.7,10032140,
Reyna Pato,35.5,10006335,
Mauricio Po,94.5,10017801,
Reyna Fade,71.0,10023461,
William Omen,35.8,10013674,
Ahri Oliveira,61.5,10016016,
Miguel Fade,71.8,10001943,
Silvana Po,72.4,10017016,
Yoru Breach,91.2,10029087,
Liliana Skye,36.3,10023901,
Astra Propeth,48.9,10009012,
Juan Fade,58.7,10015615,
Yoru Propeth,65.1,10022449,
Ahri Omen,71.2,10009606,
Camila Arevalo,60.8,10000531,
Yoru Huscar,79.8,10002792,
William Omen,62.6,10031620,
William Phoenix,25.0,10010002,
Yoru Sniper,24.3,10009969,
Ahri Harbor,54.7,10005156,
Mauricio Cypher,52.7,10016448,
Alejandra Po,86.0,10010556,
Elsa Cypher,73.3,10007196,
Enzo Omen,32.8,10020896,
Ahri Cypher,35.5,10001399,
Alejandra Harbor,24.5,10008525,
Astra Oliveira,54.4,10014385,
Mauricio Smith,21.1,10022324,
Camila Smith,59.3,10017540,
Diana Sniper,37.9,10007339,
Briana Phoenix,23.8,10032037,
Diana Fade,71.9,10029402,
William Fade,20.9,10000567,
Camila Skye,91.5,10012848,
Enzo Arevalo,78.8,10005512,
Miguel Smith,71.3,10005409,
Ahri Quispe,44.6,10014512,
Reyna Harbor,62.6,10020157,
Sage Arevalo,84.5,10013318,
Bryan Smith,54.4,10030433,
Sage Brimstone,49.2,10007561,
Sage Breach,80.3,10028943,
Briana Propeth,86.9,10022831,
Astra Fu,30.1,10012337,
Reyna Sniper,96.7,10026681,
Liliana Skye,99.1,10010450,
Sage Razor,34.7,10017274,
Reyna Brimstone,81.5,10013463,
Silvana Fu,28.7,10031926,
Liliana Propeth,90.2,10027894,
Miguel Arevalo,76.2,10003461,
Yoru Fade,49.0,10026752,
Sage Arevalo,66.3,10007770,
Reyna Fade,22.7,10007487,
Astra Skye,53.2,10016031,
Camila Oliveira,98.3,10017392,
Chamber Skye,75.5,10003848,
Briana Quispe,47.4,10017184,
Chamber Huscar,94.4,10020873,
Yoru Po,93.1,10013947,
Ahri Cypher,35.5,10016016,
Camila Phoenix,32.8,10026058,
Enzo Cypher,88.6,10030073,
Astra Brimstone,21.0,10016500,
William Omen,41.8,10028241,
Astra Huscar,88.0,10001409,
Ahri Omen,47.0,10003425,
Alejandra Razor,47.5,10030054,
Liliana Omen,88.5,10027935,
Alejandra Arevalo,30.9,10004655,
Elsa Cypher,88.1,10012656,
Elsa Harbor,93.7,10023489,
Sage Razor,54.5,10020325,
Astra Fu,36.8,10028989,
Alvaro Po,41.7,10014039,
Silvana Arevalo,75.7,10024022,
Bryan Phoenix,42.2,10018316,
Liliana Cypher,31.1,10026271,
Alejandra Huscar,40.3,10000462,
Juan Po,77.8,10016391,
Mauricio Skye,35.2,10000667,
Miguel Pato,21.8,10029998,
Bryan Huscar,21.6,10009687,
Sage Harbor,88.7,10020536,
Alvaro Fade,53.5,10011552,
Diana Pato,55.3,10002619,
Ahri Fu,44.4,10006210,
Mauricio Fade,32.4,10017034,
Briana Pato,55.2,10001104,
Diana Oliveira,97.3,10002146,
Alvaro Harbor,53.0,10030962,
Ahri Arevalo,81.5,10028489,
Alejandra Breach,75.2,10005996,
Alvaro Smith,47.5,10001437,
Reyna Sniper,30.0,10013663,
Alvaro Razor,34.8,10026147,
Astra Arevalo,92.4,10007524,
Camila Omen,50.5,10020634,
Chamber Brimstone,59.0,10002526,
Juan Arevalo,38.1,10002716,
Chamber Breach,46.9,10000703,
Juan Sniper,51.5,10004432,
Alejandra Omen,75.3,10009502,
Alejandra Propeth,20.7,10011711,
Sage Omen,34.0,10005051,
Juan Harbor,87.1,10006349,
Juan Breach,95.1,10029171,
Ahri Smith,25.8,10022807,
Liliana Breach,73.5,10026289,
Elsa Smith,67.6,10013394,
Diana Oliveira,71.2,10019287,
Chamber Oliveira,92.1,10016095,
Elsa Fukuda,27.0,10027325,
Enzo Fu,97.4,10006051,
Miguel Omen,77.3,10007855,
Enzo Harbor,98.8,10000886,
Elsa Oliveira,40.9,10016028,
Chamber Harbor,99.9,10012953,
Ahri Omen,37.3,10016460,
Juan Breach,67.9,10021526,
Bryan Arevalo,45.5,10013270,
Chamber Breach,86.0,10001531,
Juan Pato,68.0,10030259,
Bryan Arevalo,76.3,10032454,
Elsa Skye,59.4,10008734,
Ahri Huscar,91.7,10019340,
Briana Quispe,32.6,10032031,
Ahri Smith,85.3,10032654,
Sage Fukuda,36.1,10028407,
Chamber Arevalo,50.0,10001381,
Sage Fade,24.4,10003012,
Alejandra Sniper,53.7,10014059,
Camila Cypher,55.0,10028056,
Chamber Cypher,87.2,10018566,
Enzo Fu,53.4,10006231,
Alejandra Harbor,84.8,10015748,
Alvaro Propeth,78.3,10031507,
Silvana Phoenix,65.1,10022184,
Reyna Cypher,33.3,10025676,
Alvaro Sniper,82.6,10002331,
Juan Smith,84.0,10031410,
Mauricio Harbor,87.0,10023382,
William Fu,22.3,10004703,
Briana Propeth,70.1,10022215,
Astra Breach,61.4,10005794,
Reyna Fukuda,70.9,10024637,
Alejandra Phoenix,26.1,10019158,
Alejandra Quispe,72.3,10003681,
Juan Harbor,32.9,10026837,
Elsa Razor,64.0,10019649,
Bryan Sniper,89.4,10012806,
Astra Smith,66.8,10004925,
Liliana Arevalo,24.9,10028706,
Chamber Harbor,71.2,10001234,
Silvana Phoenix,67.7,10013589,
Diana Po,84.4,10013851,
Bryan Cypher,75.7,10030127,
Mauricio Quispe,90.6,10031486,
Camila Omen,39.5,10028928,
Reyna Oliveira,23.8,10015454,
Juan Breach,25.3,10018065,
Miguel Arevalo,78.2,10018888,
Silvana Razor,47.1,10014302,
Juan Brimstone,68.1,10012412,
Juan Fade,42.8,10026035,
Ahri Smith,32.3,10010297,
Sage Sniper,30.6,10030819,
Enzo Arevalo,69.8,10028598,
Briana Fade,32.5,10006645,
Bryan Smith,42.2,10019894,
Bryan Brimstone,70.4,10002985,
Alvaro Breach,91.6,10010507,
Chamber Propeth,68.1,10031894,
Yoru Huscar,20.3,10006418,
Enzo Sniper,63.9,10011564,
Silvana Harbor,34.1,10016744,
Alvaro Sniper,79.5,10027604,
Mauricio Sniper,92.1,10003812,
Sage Omen,69.2,10008468,
Yoru Cypher,33.8,10020769,
William Omen,39.4,10001491,
Chamber Huscar,40.9,10000795,
Bryan Fukuda,80.2,10019640,
Enzo Razor,22.1,10011942,
Alvaro Oliveira,45.6,10004028,
Bryan Phoenix,26.3,10000464,
Miguel Arevalo,41.4,10017760,
Enzo Fukuda,33.2,10014959,
Sage Sniper,52.4,10027943,
Diana Fu,21.7,10019293,
Astra Smith,75.2,10006475,
Mauricio Omen,63.7,10024634,
Liliana Pato,84.0,10003004,
Briana Oliveira,63.2,10030637,
Liliana Quispe,88.5,10022258,
Chamber Propeth,42.6,10000374,
Camila Skye,63.1,10026390,
William Oliveira,88.0,10005331,
Juan Po,45.4,10005772,
Yoru Fu,94.5,10015616,
Alejandra Cypher,67.0,10002281,
Sage Skye,90.6,10021727,
Alejandra Brimstone,72.9,10002515,
Mauricio Cypher,47.5,10018445,
William Oliveira,80.5,10010597,
Juan Breach,48.0,10007917,
Reyna Skye,40.2,10022022,
Liliana Fu,88.7,10019560,
Liliana Brimstone,44.2,10021466,
Astra Fukuda,43.5,10006016,
Alejandra Harbor,53.4,10015408,
Sage Fukuda,86.2,10032735,
Ahri Omen,68.0,10013213,
Astra Po,81.5,10029711,
Sage Breach,34.1,10021417,
Chamber Propeth,54.4,10026873,
Briana Fukuda,54.6,10027948,
Silvana Sniper,89.1,10011741,
Alvaro Phoenix,64.9,10023259,
Ahri Huscar,28.7,10001258,
Elsa Cypher,61.7,10010127,
Enzo Propeth,53.5,10026639,
Sage Huscar,84.6,10025159,
Chamber Huscar,86.3,10017098,
William Quispe,44.2,10010751,
Miguel Po,46.9,10007418,
Alvaro Razor,43.2,10021960,
Elsa Smith,96.4,10002050,
Chamber Harbor,30.6,10012746,
Reyna Breach,86.6,10026298,
Juan Oliveira,43.5,10010264,
Sage Brimstone,88.6,10012807,
Yoru Fukuda,76.6,10025719,
Juan Fade,89.4,10030474,
Elsa Phoenix,77.7,10009361,
Reyna Quispe,99.5,10018763,
Sage Razor,32.1,10000551,
Miguel Arevalo,84.5,10004688,
Diana Quispe,91.5,10011062,
Juan Brimstone,33.0,10022898,
Astra Cypher,73.5,10015420,
Reyna Harbor,59.8,10008696,
Astra Fade,36.7,10023283,
Diana Fukuda,79.7,10008898,
Astra Quispe,48.7,10021565,
Elsa Omen,21.3,10012804,
Miguel Quispe,87.8,10028193,
Elsa Omen,91.6,10006367,
Ahri Propeth,90.6,10026362,
Sage Phoenix,74.1,10028129,
William Arevalo,46.9,10019790,
Sage Quispe,61.9,10025269,
Sage Cypher,62.4,10002029,
Juan Pato,96.3,10028797,
Juan Omen,89.7,10007229,
William Oliveira,83.0,10020406,
Reyna Fu,89.9,10004322,
Reyna Arevalo,34.0,10031640,
Liliana Breach,47.4,10017705,
Yoru Pato,45.8,10030278,
Sage Breach,48.6,10018904,
Elsa Brimstone,81.3,10027224,
Yoru Razor,32.5,10017999,
Silvana Quispe,74.7,10028533,
Miguel Razor,85.0,10019751,
Alejandra Sniper,79.8,10029472,
Silvana Fukuda,63.2,10017836,
Sage Arevalo,82.8,10025581,
Yoru Arevalo,45.7,10019427,
Juan Oliveira,89.6,10003235,
Diana Brimstone,30.0,10012036,
Briana Fukuda,37.6,10024107,
Ahri Omen,48.8,10005762,
Elsa Propeth,68.8,10002613,
Astra Fukuda,72.5,10024612,
Miguel Huscar,99.8,10005619,
Camila Fu,98.6,10003514,
Reyna Arevalo,43.6,10017251,
Elsa Phoenix,22.6,10010090,
Yoru Fade,61.7,10010494,
Miguel Oliveira,97.4,10024494,
Briana Breach,23.0,10023236,
Diana Breach,92.3,10006275,
Ahri Po,75.0,10029943,
Briana Fade,32.4,10013643,
Liliana Omen,48.6,10030735,
Alejandra Fu,20.4,10031604,
Chamber Harbor,47.9,10001703,
William Smith,36.5,10013293,
Chamber Sniper,66.9,10002414,
Silvana Omen,45.6,10023005,
Diana Quispe,58.4,10021100,
Liliana Phoenix,28.3,10030534,
Bryan Phoenix,99.6,10024595,
Ahri Brimstone,20.7,10028282,
Juan Harbor,45.1,10010737,
Liliana Skye,37.8,10026497,
Briana Brimstone,36.1,10015369,
Astra Arevalo,20.4,10031467,
Camila Propeth,82.6,10008985,
Juan Fukuda,45.3,10004004,
Reyna Brimstone,37.1,10006990,
Camila Razor,25.2,10018359,
Silvana Fade,43.1,10025661,
Briana Fu,24.0,10022580,
Alejandra Brimstone,30.9,10024607,
Bryan Sniper,75.2,10021132,
Diana Sniper,42.4,10002456,
Chamber Smith,66.5,10018972,
William Sniper,75.4,10008852,
Enzo Cypher,56.1,10028361,
Sage Po,35.7,10006145,
Elsa Arevalo,20.2,10015825,
Chamber Skye,22.2,10016750,
William Pato,82.5,10023615,
Mauricio Fu,79.6,10012504,
Chamber Phoenix,42.1,10006831,
Alvaro Smith,59.1,10001581,
Miguel Arevalo,75.9,10006197,
Enzo Propeth,82.2,10031556,
Bryan Fukuda,35.3,10002728,
Chamber Fukuda,24.1,10028774,
Camila Cypher,29.0,10027819,
Bryan Razor,94.7,10030364,
Ahri Skye,26.7,10017950,
Sage Sniper,51.4,10031828,
Liliana Arevalo,79.4,10000480,
Sage Fukuda,56.7,10010787,
Reyna Skye,84.0,10023565,
Bryan Sniper,48.3,10030893,
Sage Omen,68.3,10030231,
Ahri Pato,75.9,10026105,
Sage Pato,27.3,10006767,
Alejandra Phoenix,34.1,10016313,
Chamber Po,70.2,10016279,
Astra Arevalo,92.7,10002383,
Chamber Smith,90.9,10031450,
Alvaro Skye,97.0,10026526,
Mauricio Propeth,83.5,10023794,
William Phoenix,46.1,10000475,
Sage Po,72.0,10014188,
Alejandra Propeth,29.0,10015871,
Astra Oliveira,69.0,10006025,
Liliana Fade,38.6,10030861,
Chamber Sniper,42.4,10027625,
Chamber Huscar,81.3,10008902,
Reyna Skye,24.9,10023629,
Astra Cypher,48.5,10024449,
Diana Omen,36.8,10026403,
Diana Fukuda,43.7,10005694,
Silvana Sniper,71.5,10028359,
Enzo Fukuda,83.5,10021813,
Silvana Skye,65.8,10004251,
William Quispe,59.5,10003686,
Juan Sniper,55.0,10031323,
Diana Oliveira,66.1,10004348,
Ahri Pato,99.3,10001638,
Bryan Skye,57.7,10026498,
Camila Phoenix,24.8,10017867,
Liliana Pato,52.1,10019636,
Sage Quispe,27.9,10022356,
Reyna Razor,43.4,10001012,
Miguel Breach,73.4,10003320,
Chamber Huscar,70.8,10024500,
Alejandra Skye,28.7,10032077,
Diana Omen,71.5,10028491,
Astra Razor,27.6,10017646,
Camila Po,47.4,10032522,
Liliana Brimstone,29.9,10031740,
Alvaro Oliveira,85.0,10006298,
Camila Skye,25.7,10019999,
Bryan Arevalo,36.5,10022244,
Silvana Razor,93.4,10018352,
Silvana Propeth,41.7,10030731,
Miguel Breach,69.9,10022767,
Miguel Huscar,93.0,10029004,
Alejandra Phoenix,44.5,10022655,
Mauricio Phoenix,31.0,10013237,
Alejandra Quispe,53.0,10000115,
Reyna Fu,55.4,10007705,
Diana Oliveira,71.5,10003501,
Briana Brimstone,71.2,10006060,
Enzo Fu,48.1,10024435,
Mauricio Brimstone,90.0,10020515,
Elsa Harbor,67.5,10017742,
Mauricio Phoenix,98.0,10030039,
Liliana Propeth,51.7,10009143,
Reyna Brimstone,77.2,10009142,
Chamber Harbor,45.9,10019496,
Briana Fu,61.1,10015879,
Mauricio Skye,25.7,10025472,
Astra Huscar,41.1,10000587,
Camila Po,33.0,10002524,
Yoru Smith,45.2,10027846,
William Razor,42.9,10014677,
Silvana Oliveira,59.1,10006003,
Diana Phoenix,90.8,10003398,
Ahri Po,76.8,10004973,
Camila Skye,98.5,10027137,
Bryan Arevalo,45.0,10002837,
William Pato,25.7,10023842,
Yoru Phoenix,51.7,10007930,
Miguel Po,52.5,10006363,
Juan Breach,55.4,10013529,
Juan Cypher,24.9,10012529,
Sage Po,23.2,10010018,
Reyna Brimstone,64.5,10020038,
Enzo Huscar,97.7,10015589,
Enzo Cypher,48.6,10030236,
Astra Propeth,40.7,10023843,
Alvaro Oliveira,35.9,10021625,
Sage Fade,75.9,10024008,
Silvana Brimstone,90.2,10017751,
Chamber Phoenix,22.9,10028125,
Chamber Oliveira,29.7,10011905,
Reyna Skye,97.3,10015285,
Mauricio Huscar,99.2,10011337,
Chamber Quispe,55.8,10027425,
Reyna Smith,41.0,10011653,
Diana Oliveira,25.0,10001266,
Liliana Propeth,67.7,10028523,
Alvaro Fade,71.7,10004169,
Silvana Propeth,40.2,10026697,
Liliana Fade,62.6,10020368,
Chamber Harbor,46.4,10010287,
Enzo Fu,79.7,10030218,
William Quispe,94.4,10006391,
Sage Fu,49.3,10026717,
Chamber Sniper,28.5,10025442,
Alejandra Cypher,56.3,10002439,
Bryan Propeth,97.9,10009499,
Juan Quispe,94.9,10001816,
Alejandra Smith,38.7,10009172,
Miguel Razor,33.5,10023208,
Liliana Omen,94.1,10021485,
Sage Breach,60.4,10007140,
Briana Oliveira,50.4,10027959,
Ahri Propeth,47.4,10005546,
Sage Po,77.5,10030420,
Silvana Propeth,25.1,10010752,
Reyna Breach,80.1,10015174,
Briana Phoenix,52.9,10015352,
Yoru Phoenix,88.3,10002088,
Sage Po,37.6,10025527,
Silvana Skye,53.4,10002344,
Sage Harbor,66.9,10028730,
Miguel Fade,24.2,10001080,
Miguel Skye,29.3,10031635,
Briana Arevalo,88.9,10019732,
Miguel Cypher,81.3,10027052,
Elsa Quispe,48.7,10000141,
Liliana Phoenix,91.1,10024278,
Diana Smith,74.6,10003127,
Silvana Fukuda,79.3,10025265,
Miguel Skye,46.0,10017774,
Chamber Harbor,27.7,10019756,
Alvaro Brimstone,75.0,10027347,
Ahri Phoenix,39.0,10005801,
Bryan Skye,62.9,10028069,
Mauricio Po,49.4,10000410,
Camila Phoenix,58.8,10023722,
Enzo Cypher,37.8,10008961,
Alvaro Fade,80.7,10020610,
Camila Fukuda,89.3,10024763,
Alejandra Cypher,45.2,10022939,
Camila Fukuda,56.7,10024458,
Briana Sniper,29.1,10014878,
Astra Quispe,46.5,10024621,
Elsa Cypher,65.9,10014987,
Yoru Cypher,41.8,10000524,
Astra Huscar,54.7,10013793,
Elsa Smith,78.9,10006982,
Ahri Fu,20.4,10008839,
William Po,59.3,10008475,
Briana Pato,77.5,10028488,
Diana Harbor,61.5,10018700,
Miguel Brimstone,65.5,10006184,
Juan Smith,50.7,10027178,
Mauricio Razor,71.0,10027873,
Diana Phoenix,57.2,10001893,
Elsa Harbor,74.9,10013112,
Reyna Smith,88.9,10007903,
Silvana Fade,81.2,10010648,
Briana Skye,77.4,10012172,
Sage Skye,44.6,10000660,
Alvaro Pato,77.6,10011687,
William Fu,34.4,10020535,
Sage Breach,58.2,10010181,
Juan Razor,79.3,10003666,
Liliana Quispe,47.8,10031115,
Alejandra Razor,66.7,10007464,
Enzo Fu,98.1,10026195,
Mauricio Arevalo,45.9,10006692,
Camila Fukuda,58.9,10009539,
William Brimstone,25.8,10010878,
William Skye,54.5,10006567,
Sage Fade,37.2,10003069,
Alejandra Omen,81.7,10030089,
Bryan Sniper,26.4,10010805,
Ahri Skye,67.3,10010714,
Mauricio Arevalo,47.2,10006899,
Diana Huscar,61.9,10007856,
Bryan Propeth,33.6,10021175,
Miguel Breach,87.3,10001886,
Briana Propeth,34.1,10010853,
Yoru Razor,53.2,10004470,
Reyna Smith,42.9,10000416,
Camila Razor,74.4,10031474,
Enzo Quispe,84.9,10030047,
Juan Po,94.0,10006935,
Camila Quispe,51.0,10022723,
Bryan Phoenix,74.9,10027348,
Alejandra Skye,50.9,10028219,
Enzo Huscar,68.8,10027812,
Camila Fukuda,20.6,10022894,
Alvaro Arevalo,55.9,10018747,
Mauricio Oliveira,64.4,10030346,
Sage Quispe,89.5,10023955,
Camila Pato,30.2,10016874,
Sage Phoenix,48.4,10008198,
Mauricio Harbor,82.2,10021298,
William Fade,93.0,10032152,
Miguel Breach,97.4,10012615,
Silvana Oliveira,77.4,10028078,
Reyna Brimstone,92.5,10000217,
Miguel Huscar,47.7,10018868,
Briana Skye,67.4,10021848,
Enzo Harbor,30.9,10018307,
Miguel Propeth,38.5,10019587,
William Harbor,67.4,10006285,
William Arevalo,61.5,10009979,
Briana Fukuda,35.1,10029973,
Alvaro Po,20.4,10021625,
Silvana Breach,83.8,10004606,
Bryan Phoenix,71.4,10030875,
William Po,45.8,10030961,
Ahri Arevalo,84.5,10021866,
Chamber Skye,58.1,10017903,
William Breach,54.1,10023288,
Astra Oliveira,53.9,10014990,
Miguel Smith,25.1,10026581,
Astra Razor,62.7,10013927,
Camila Harbor,52.3,10007207,
Liliana Arevalo,75.4,10017799,
Silvana Propeth,87.0,10004519,
Yoru Po,77.3,10026849,
Chamber Oliveira,49.1,10025814,
Astra Smith,80.2,10021004,
Chamber Arevalo,79.2,10020513,
Silvana Quispe,76.9,10021213,
Bryan Propeth,72.7,10014290,
Sage Omen,24.3,10002708,
Alejandra Quispe,45.2,10032253,
Bryan Sniper,91.0,10013752,
Silvana Smith,85.4,10022475,
Alvaro Fade,74.4,10017110,
Diana Cypher,31.4,10014802,
Sage Razor,60.2,10015806,
Sage Razor,21.4,10022360,
Mauricio Breach,41.6,10005111,
Miguel Sniper,25.4,10012470,
Sage Arevalo,85.5,10030845,
Sage Propeth,62.2,10022327,
Elsa Cypher,71.7,10004613,
Sage Skye,54.9,10028963,
Chamber Smith,36.6,10030301,
Silvana Cypher,96.6,10014040,
Yoru Razor,24.5,10003749,
Alvaro Po,97.9,10010781,
Mauricio Fu,50.9,10011119,
Ahri Razor,43.8,10015130,
Briana Phoenix,37.8,10007434,
Alvaro Omen,21.2,10031378,
William Fade,90.3,10025476,
Elsa Brimstone,98.1,10028500,
Silvana Pato,66.6,10019239,
William Fade,97.0,10013570,
Enzo Arevalo,59.0,10023935,
Miguel Omen,32.7,10017560,
Camila Fade,81.8,10017446,
Diana Fade,96.4,10015201,
Alejandra Fade,28.1,10025068,
Bryan Arevalo,73.6,10013109,
Camila Fade,72.3,10020505,
Briana Harbor,71.0,10022330,
Liliana Harbor,48.1,10026834,
Bryan Huscar,36.3,10025212,
Liliana Brimstone,64.7,10025840,
Reyna Quispe,95.8,10012822,
Alvaro Razor,41.7,10008903,
Briana Harbor,56.3,10006853,
Mauricio Smith,30.5,10015532,
William Smith,69.5,10021020,
Silvana Fade,33.9,10031043,
William Sniper,36.8,10001458,
Bryan Omen,23.5,10009427,
Astra Breach,31.9,10016123,
Alejandra Smith,54.3,10023095,
Silvana Brimstone,51.3,10000179,
Juan Harbor,31.6,10031524,
Yoru Oliveira,34.2,10013062,
Miguel Fu,21.5,10025310,
Enzo Oliveira,31.5,10001483,
William Phoenix,35.3,10002957,
Alejandra Omen,34.7,10031902,
Juan Fukuda,42.1,10015828,
Silvana Smith,20.9,10028307,
Chamber Quispe,87.9,10017243,
Camila Quispe,73.5,10029654,
Mauricio Po,39.0,10018534,
Enzo Po,40.8,10005501,
Camila Fade,98.9,10028081,
Briana Fukuda,43.9,10010322,
Reyna Cypher,35.4,10021289,
Miguel Skye,25.3,10006492,
Enzo Arevalo,40.4,10027964,
Camila Quispe,40.8,10011121,
William Oliveira,35.6,10004559,
Astra Smith,23.6,10018209,
Miguel Skye,71.8,10010022,
Mauricio Huscar,35.8,10006828,
Alejandra Breach,63.5,10003640,
Chamber Po,36.7,10028136,
Briana Skye,38.0,10004937,
Astra Arevalo,98.8,10020031,
Alvaro Pato,46.9,10012997,
Alejandra Sniper,88.6,10008500,
William Harbor,90.1,10009638,
Reyna Po,23.9,10020487,
Reyna Phoenix,99.2,10016370,
William Cypher,57.2,10011639,
Chamber Brimstone,91.9,10001302,
Mauricio Oliveira,94.9,10032428,
Reyna Fu,59.9,10016676,
Reyna Harbor,43.6,10017110,
Liliana Smith,70.0,10017215,
Alvaro Cypher,87.9,10000257,
Alvaro Smith,55.5,10021695,
Briana Pato,36.4,10006700,
Yoru Omen,68.3,10002507,
Miguel Fade,86.5,10028073,
Silvana Arevalo,23.5,10023421,
Alejandra Oliveira,82.3,10006221,
Briana Omen,90.4,10028886,
Reyna Po,24.3,10019196,
Mauricio Fade,71.5,10025340,
Elsa Quispe,48.9,10013198,
Yoru Oliveira,81.6,10029350,
